versionCreated,text,storyId,sourceCode
2022-10-28 06:00:29.002000+00:00,NATWEST GROUP PLC <NWG.L> - BANK NET INTEREST MARGIN (NIM) OF 2.99%,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:3,NS:RTRS
2022-10-28 06:00:26.726000+00:00,NATWEST GROUP PLC <NWG.L> - Q3 2022 ATTRIBUTABLE PROFIT OF £187 MLN AND A RETURN ON TANGIBLE EQUITY OF 2.9% AND 12.1% EXCLUDING ULSTER BANK ROI.,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:2,NS:RTRS
2022-10-28 06:00:10.857000+00:00,NATWEST Q3 OPERATING EXPENSES OF 1.9 BILLION POUNDS,urn:newsml:newswire.refinitiv.com:20221028:nL9N25C00X:5,NS:RTRS
2022-10-28 06:00:10.851000+00:00,NATWEST Q3 INCOME OF 3.2 BILLION POUNDS,urn:newsml:newswire.refinitiv.com:20221028:nL9N25C00X:4,NS:RTRS
2022-10-28 06:00:10.844000+00:00,NATWEST CET1 OF 14.3%,urn:newsml:newswire.refinitiv.com:20221028:nL9N25C00X:3,NS:RTRS
2022-10-28 06:00:10.838000+00:00,NATWEST Q3 IMPAIRMENT CHARGE OF 247 MILLION POUNDS,urn:newsml:newswire.refinitiv.com:20221028:nL9N25C00X:2,NS:RTRS
2022-10-28 06:00:10.831000+00:00,NATWEST Q3 OPERATING PROFIT BEFORE TAX OF 1.1 BILLION POUNDS,urn:newsml:newswire.refinitiv.com:20221028:nL9N25C00X:1,NS:RTRS
2022-10-28 06:00:08.492000+00:00,NATWEST GROUP PLC  - NWG Q3 IMS INTERIM MANAGEMENT STATEMENT 2022,urn:newsml:newswire.refinitiv.com:20221028:nTUC3NSMMK:1,NS:RTRS
2022-10-28 00:23:51+00:00,PRESS DIGEST- Financial Times - Oct 28,urn:newsml:newswire.refinitiv.com:20221028:nL4N31T034:1,NS:RTRS
2022-10-27 21:28:10+00:00,MEDIA-NatWest ditches EY as auditor in blow to firm's radical break-up plan - FT,urn:newsml:newswire.refinitiv.com:20221027:nL4N31S4ZG:1,NS:RTRS
2022-10-26 06:07:09+00:00,Natwest Group PLC expected to post earnings of 10pence a share - Earnings Preview,urn:newsml:newswire.refinitiv.com:20221026:nL8N31R1T5:1,NS:RTRS
2022-10-24 16:01:40+00:00,Cost of insuring UK debt against default drops as Sunak becomes PM,urn:newsml:newswire.refinitiv.com:20221024:nL8N31P4QK:3,NS:RTRS
2022-10-24 15:42:38+00:00,FIVE-YEAR CDS FOR HSBC <HSBA.L> BARCLAYS <BARC.L> AND NATWEST GROUP <NWG.L> NARROW - S&P GLOBAL MARKET INTELLIGENCE,urn:newsml:newswire.refinitiv.com:20221024:nL8N31P4QK:2,NS:RTRS
2022-10-24 15:42:38+00:00,"UK FIVE-YEAR SOVEREIGN CDS FALL TO 30 BASIS POINTS FROM 35 BPS AT FRIDAY'S CLOSE, LOWEST SINCE SEP 23 - S&P GLOBAL MARKET INTELLIGENCE",urn:newsml:newswire.refinitiv.com:20221024:nL8N31P4QK:1,NS:RTRS
2022-10-24 13:13:43.481000+00:00,NATWEST GROUP PLC <NWG.N>: BOFA GLOBAL RESEARCH RAISES PRICE OBJECTIVE TO $9.27 FROM $9.05,urn:newsml:newswire.refinitiv.com:20221024:nFWN31P9GD:1,NS:RTRS
2022-10-21 11:56:32.027000+00:00,NATWEST GROUP PLC  - NATWEST AND VODENO CREATE STRATEGIC PARTNERSHIP,urn:newsml:newswire.refinitiv.com:20221021:nTUC5H2VM6:1,NS:RTRS
2022-10-20 14:01:00+00:00,"Banks, Big Tech seek clearer guidance on combating scams",urn:newsml:newswire.refinitiv.com:20221020:nL8N31L3JK:5,NS:RTRS
2022-10-20 08:34:55+00:00,"BRIEF-Natwest Says Co, Vodeno Group Partner To Create Banking-As-A-Service Business",urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:1,NS:RTRS
2022-10-20 08:03:08.566000+00:00,NATWEST GROUP PLC - EUR 58M INVESTMENT IN VODENO GROUP TO ACQUIRE AN 18% MINORITY STAKE,urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:6,NS:RTRS
2022-10-20 08:02:22.045000+00:00,NATWEST GROUP PLC - NATWEST IS COMMITTED TO MAKE IN TOTAL  A CAPPED COMMITMENT OF £115M,urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:5,NS:RTRS
2022-10-20 08:01:07.315000+00:00,NATWEST GROUP PLC -  NATWEST GROUP WILL ADDITIONALLY TAKE A MINORITY INTEREST IN VODENO LIMITED,urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:4,NS:RTRS
2022-10-20 08:00:14.583000+00:00,"NATWEST GROUP PLC - NEW UK ENTITY WILL BE 82% MAJORITY OWNED AND CONSOLIDATED BY NATIONAL WESTMINSTER BANK PLC,",urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:3,NS:RTRS
2022-10-20 08:00:10.138000+00:00,NATWEST GROUP PLC - NATWEST GROUP PLC AND VODENO GROUP ENTER INTO A STRATEGIC PARTNERSHIP TO CREATE BANKING-AS-A-SERVICE BUSINESS,urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:2,NS:RTRS
2022-10-20 08:00:01.346000+00:00,NATWEST GROUP PLC  - NATWEST AND VODENO CREATE STRATEGIC PARTNERSHIP,urn:newsml:newswire.refinitiv.com:20221020:nTUC7ZBKRY:1,NS:RTRS
2022-10-20 05:38:08.712000+00:00,NATWEST GROUP PLC <NWG.L>: BARCLAYS CUTS TARGET PRICE TO 370P FROM 400P,urn:newsml:newswire.refinitiv.com:20221020:nAZN0NXYJK:1,NS:RTRS
2022-10-19 15:21:28+00:00,UPDATE 2-Banks brace for tax hit to help plug UK's budget gap,urn:newsml:newswire.refinitiv.com:20221019:nL8N31K2PQ:1,NS:RTRS
2022-10-19 15:01:03.211000+00:00,"Refinitiv Newscasts - UK Day Ahead: Markets stumble as earnings, inflation data roll in",urn:newsml:newswire.refinitiv.com:20221019:nRTV8LHxqZ:7,NS:RTRS
2022-10-19 09:07:12+00:00,Britain's banks brace for potential government raid on profits -FT,urn:newsml:newswire.refinitiv.com:20221019:nL4N31K1SH:5,NS:RTRS
2022-10-18 18:02:42+00:00,UPDATE 3-UK regulator's head of enforcement to step down in 2023,urn:newsml:newswire.refinitiv.com:20221018:nL1N31J0Q5:5,NS:RTRS
2022-10-18 15:14:05+00:00,RBS ex-banker takes whistleblower award fight to U.S. Supreme Court,urn:newsml:newswire.refinitiv.com:20221018:nL1N31J0EZ:2,NS:RTRS
2022-10-14 05:07:32.217000+00:00,NATWEST GROUP PLC <NWG.L>: CITIGROUP RAISES PRICE TARGET TO 455P FROM 380P,urn:newsml:newswire.refinitiv.com:20221014:nFWN31F082:1,NS:RTRS
2022-10-14 00:44:56+00:00,PRESS DIGEST-British Business - Oct 14,urn:newsml:newswire.refinitiv.com:20221014:nL4N31F052:1,NS:RTRS
2022-10-13 16:20:49+00:00,"BoE's repo facility to ease pension pain is no silver bullet, sources say",urn:newsml:newswire.refinitiv.com:20221013:nL8N31D3J6:2,NS:RTRS
2022-10-13 13:47:26+00:00,UPDATE 1-Britain's NatWest closes further 43 branches as banks cut costs,urn:newsml:newswire.refinitiv.com:20221013:nL8N31E4II:1,NS:RTRS
2022-10-13 13:38:09+00:00,Britain's NatWest closes further 43 branches,urn:newsml:newswire.refinitiv.com:20221013:nL4N31E2T8:1,NS:RTRS
2022-10-11 10:00:28+00:00,UK watchdog toughens guidance on bank branch closures,urn:newsml:newswire.refinitiv.com:20221011:nL8N31C2J6:1,NS:RTRS
2022-10-11 09:14:18+00:00,BRIEF-UK financial watchdog tightens guidance on bank branch closures,urn:newsml:newswire.refinitiv.com:20221011:nFWN31B2ZF:1,NS:RTRS
2022-10-10 05:00:00+00:00,ANALYSIS-British banks' mortgage payday comes with sting in the tail,urn:newsml:newswire.refinitiv.com:20221010:nL4N3171ZO:1,NS:RTRS
2022-10-05 12:27:55+00:00,UPDATE 2-UK finance minister to meet banks after market chaos - Sky News,urn:newsml:newswire.refinitiv.com:20221005:nL8N316352:6,NS:RTRS
2022-10-05 11:25:27+00:00,UK finance minister to meet high street banks - Sky News,urn:newsml:newswire.refinitiv.com:20221005:nS8N30G04K:2,NS:RTRS
2022-10-05 11:20:11+00:00,BRIEF-UK's Kwarteng To Meet High Street Bank Chiefs Amid Mortgage Market Freeze - Sky News,urn:newsml:newswire.refinitiv.com:20221005:nFWN3160P8:1,NS:RTRS
2022-10-04 15:31:28+00:00,"5-YEAR CREDIT DEFAULT SWAPS FOR UK BANKS HSBC, BARCLAYS AND NATWEST ALL DOWN BETWEEN 8 AND 17 BASIS POINTS FROM MONDAY'S CLOSE - S&P GLOBAL MARKET INTELLIGENCE",urn:newsml:newswire.refinitiv.com:20221004:nL8N3154IJ:1,NS:RTRS
2022-10-04 14:33:24.209000+00:00,Refinitiv Newscasts - UK Day Ahead: Prime Minister Truss will attempt to steady her premiership,urn:newsml:newswire.refinitiv.com:20221004:nRTV1cNNwS:2,NS:RTRS
2022-10-04 00:54:35+00:00,PRESS DIGEST-Financial Times - Oct 4,urn:newsml:newswire.refinitiv.com:20221004:nL4N31505Z:1,NS:RTRS
